,ID,PurchaseCount,Days_Since_Last_Purchase,Total_Transactions_Unique,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend,Spender_Category_Num,Frequency_Category_Num
535,1403.0,1,99,1,1,114.99,114.99,1,0.0,3,14,114.99,0.0,0.0,5,2
536,1443.0,1,30,1,1,14.75,14.75,1,0.0,2,6,14.75,0.0,0.0,2,2
537,1459.0,1,128,1,1,6.98,6.98,1,0.0,2,1,6.98,0.0,0.0,1,2
538,1505.0,1,65,1,1,19.29,19.29,1,0.0,2,22,19.29,0.0,0.0,2,2
539,1508.0,1,64,1,1,15.0,15.0,1,0.0,3,12,15.0,0.0,0.0,2,2
540,1521.0,1,66,1,1,14.43,14.43,1,0.0,1,20,14.43,0.0,0.0,2,2
541,1550.0,1,45,1,1,5.97,5.97,1,0.0,1,20,5.97,0.0,0.0,2,2
542,1589.0,1,44,1,1,7.99,7.99,1,0.0,2,22,7.99,0.0,0.0,2,2
543,1601.0,2,86,2,2,17.009999999999998,8.504999999999999,2,14.0,2,14,8.504999999999999,4.9992449429888905,7.069999999999999,2,2
544,1612.0,1,16,1,1,28.48,28.48,1,0.0,2,4,28.48,0.0,0.0,3,2
545,1659.0,1,79,1,1,6.99,6.99,1,0.0,2,15,6.99,0.0,0.0,2,2
546,1666.0,1,86,1,1,12.0,12.0,1,0.0,2,1,12.0,0.0,0.0,2,2
547,1679.0,1,30,1,1,8.07,8.07,1,0.0,2,2,8.07,0.0,0.0,2,2
548,1691.0,1,7,1,1,36.0,36.0,1,0.0,4,5,36.0,0.0,0.0,3,2
549,1700.0,1,43,1,1,28.99,28.99,1,0.0,3,5,28.99,0.0,0.0,2,2
550,1707.0,1,114,1,1,4.76,4.76,1,0.0,2,11,4.76,0.0,0.0,2,2
551,1719.0,1,128,1,1,49.96,49.96,1,0.0,2,5,49.96,0.0,0.0,2,2
552,1757.0,1,107,1,1,21.22,21.22,1,0.0,2,1,21.22,0.0,0.0,3,2
553,1820.0,1,114,1,1,41.95,41.95,1,0.0,2,7,41.95,0.0,0.0,3,2
554,1840.0,1,37,1,1,11.44,11.44,1,0.0,2,1,11.44,0.0,0.0,1,2
555,1855.0,1,7,1,1,18.38,18.38,1,0.0,4,23,18.38,0.0,0.0,2,2
556,1870.0,1,79,1,1,13.94,13.94,1,0.0,2,9,13.94,0.0,0.0,2,2
557,1893.0,1,121,1,1,6.86,6.86,1,0.0,2,12,6.86,0.0,0.0,1,2
558,1896.0,1,52,1,1,17.68,17.68,1,0.0,1,17,17.68,0.0,0.0,2,2
559,1904.0,1,24,1,1,6.71,6.71,1,0.0,1,21,6.71,0.0,0.0,1,2
560,1929.0,1,115,1,1,23.99,23.99,1,0.0,1,19,23.99,0.0,0.0,2,2
561,1933.0,1,9,1,1,9.3,9.3,1,0.0,2,5,9.3,0.0,0.0,2,2
562,1948.0,1,92,1,1,6.99,6.99,1,0.0,3,5,6.99,0.0,0.0,1,2
563,1956.0,1,92,1,1,19.99,19.99,1,0.0,3,3,19.99,0.0,0.0,2,2
564,1983.0,1,128,1,1,57.62,57.62,1,0.0,2,2,57.62,0.0,0.0,2,2
565,2031.0,1,100,1,1,5.27,5.27,1,0.0,2,16,5.27,0.0,0.0,1,2
566,2063.0,1,86,1,1,19.59,19.59,1,0.0,2,18,19.59,0.0,0.0,2,2
567,2070.0,1,80,1,1,24.95,24.95,1,0.0,1,14,24.95,0.0,0.0,3,2
568,2071.0,1,37,1,1,24.99,24.99,1,0.0,2,20,24.99,0.0,0.0,2,2
569,2086.0,1,10,1,1,9.48,9.48,1,0.0,1,22,9.48,0.0,0.0,2,2
570,2125.0,1,108,1,1,9.97,9.97,1,0.0,1,14,9.97,0.0,0.0,1,2
571,2155.0,1,92,1,1,33.71,33.71,1,0.0,3,5,33.71,0.0,0.0,2,2
572,2174.0,1,93,1,1,11.39,11.39,1,0.0,2,7,11.39,0.0,0.0,2,2
573,2189.0,1,37,1,1,19.68,19.68,1,0.0,2,20,19.68,0.0,0.0,2,2
574,2205.0,1,79,1,1,5.84,5.84,1,0.0,2,19,5.84,0.0,0.0,2,2
575,2221.0,1,64,1,1,35.99,35.99,1,0.0,3,5,35.99,0.0,0.0,3,2
576,2276.0,1,121,1,1,6.92,6.92,1,0.0,2,17,6.92,0.0,0.0,2,2
577,2324.0,1,7,1,1,7.64,7.64,1,0.0,4,14,7.64,0.0,0.0,1,2
578,2357.0,1,42,1,1,29.25,29.25,1,0.0,4,5,29.25,0.0,0.0,3,2
579,2380.0,1,108,1,1,6.5,6.5,1,0.0,1,23,6.5,0.0,0.0,1,2
580,2386.0,1,42,1,1,28.06,28.06,1,0.0,4,5,28.06,0.0,0.0,2,2
581,2455.0,1,86,1,1,13.14,13.14,1,0.0,2,0,13.14,0.0,0.0,2,2
582,2466.0,1,121,1,1,24.99,24.99,1,0.0,2,10,24.99,0.0,0.0,2,2
583,2506.0,1,15,1,1,21.99,21.99,1,0.0,3,11,21.99,0.0,0.0,2,2
584,2565.0,1,52,1,1,9.99,9.99,1,0.0,1,23,9.99,0.0,0.0,2,2
585,2567.0,1,37,1,1,5.24,5.24,1,0.0,2,19,5.24,0.0,0.0,1,2
586,2671.0,1,114,1,1,2.46,2.46,1,0.0,2,10,2.46,0.0,0.0,2,2
587,2694.0,1,66,1,1,15.73,15.73,1,0.0,1,20,15.73,0.0,0.0,2,2
588,2771.0,1,108,1,1,14.99,14.99,1,0.0,1,19,14.99,0.0,0.0,2,2
589,2775.0,1,99,1,1,8.26,8.26,1,0.0,3,5,8.26,0.0,0.0,2,2
590,2778.0,1,37,1,1,5.28,5.28,1,0.0,2,13,5.28,0.0,0.0,2,2
591,2783.0,1,42,1,1,11.49,11.49,1,0.0,4,1,11.49,0.0,0.0,2,2
592,2799.0,1,64,1,1,13.58,13.58,1,0.0,3,17,13.58,0.0,0.0,2,2
593,2879.0,1,58,1,1,17.79,17.79,1,0.0,2,11,17.79,0.0,0.0,2,2
594,2909.0,1,86,1,1,18.14,18.14,1,0.0,2,4,18.14,0.0,0.0,2,2
595,2921.0,1,93,1,1,11.39,11.39,1,0.0,2,4,11.39,0.0,0.0,2,2
596,2947.0,1,100,1,1,19.99,19.99,1,0.0,2,21,19.99,0.0,0.0,2,2
597,2978.0,1,37,1,1,38.9,38.9,1,0.0,2,4,38.9,0.0,0.0,3,2
598,3065.0,1,86,1,1,8.07,8.07,1,0.0,2,22,8.07,0.0,0.0,2,2
599,3119.0,1,15,1,1,5.64,5.64,1,0.0,3,16,5.64,0.0,0.0,1,2
600,3191.0,1,65,1,1,10.98,10.98,1,0.0,2,3,10.98,0.0,0.0,2,2
601,3195.0,1,92,1,1,18.8,18.8,1,0.0,3,4,18.8,0.0,0.0,2,2
602,3197.0,1,107,1,1,34.47,34.47,1,0.0,2,6,34.47,0.0,0.0,2,2
603,3216.0,1,99,1,1,26.83,26.83,1,0.0,3,11,26.83,0.0,0.0,2,2
604,3233.0,1,87,1,1,17.99,17.99,1,0.0,1,18,17.99,0.0,0.0,2,2
605,3248.0,1,108,1,1,79.99,79.99,1,0.0,1,20,79.99,0.0,0.0,2,2
606,3270.0,1,42,1,1,8.0,8.0,1,0.0,4,2,8.0,0.0,0.0,2,2
607,3286.0,1,51,1,1,25.47,25.47,1,0.0,2,15,25.47,0.0,0.0,2,2
608,3305.0,1,66,1,1,5.52,5.52,1,0.0,1,18,5.52,0.0,0.0,1,2
609,3311.0,1,99,1,1,14.77,14.77,1,0.0,3,7,14.77,0.0,0.0,2,2
610,3328.0,1,100,1,1,19.66,19.66,1,0.0,2,14,19.66,0.0,0.0,2,2
611,3330.0,1,9,1,1,11.27,11.27,1,0.0,2,2,11.27,0.0,0.0,2,2
612,3356.0,1,107,1,1,16.73,16.73,1,0.0,2,16,16.73,0.0,0.0,2,2
613,3370.0,1,86,1,1,24.95,24.95,1,0.0,2,7,24.95,0.0,0.0,2,2
614,3385.0,1,114,1,1,0.1,0.1,1,0.0,2,1,0.1,0.0,0.0,1,2
615,3419.0,1,64,1,1,14.14,14.14,1,0.0,3,1,14.14,0.0,0.0,1,2
616,3428.0,1,128,1,1,6.99,6.99,1,0.0,2,7,6.99,0.0,0.0,2,2
617,3434.0,1,85,1,1,10.74,10.74,1,0.0,3,2,10.74,0.0,0.0,2,2
618,3470.0,1,128,1,1,7.88,7.88,1,0.0,2,5,7.88,0.0,0.0,2,2
619,3471.0,1,122,1,1,6.83,6.83,1,0.0,1,21,6.83,0.0,0.0,1,2
620,3482.0,1,73,1,1,42.76,42.76,1,0.0,1,18,42.76,0.0,0.0,2,2
621,3487.0,1,79,1,1,6.97,6.97,1,0.0,2,20,6.97,0.0,0.0,2,2
622,3514.0,1,93,1,1,8.95,8.95,1,0.0,2,18,8.95,0.0,0.0,2,2
623,3520.0,1,122,1,1,6.98,6.98,1,0.0,1,15,6.98,0.0,0.0,2,2
624,3567.0,1,86,1,1,22.55,22.55,1,0.0,2,10,22.55,0.0,0.0,3,2
625,3576.0,1,45,1,1,18.01,18.01,1,0.0,1,19,18.01,0.0,0.0,2,2
626,3579.0,1,51,1,1,12.95,12.95,1,0.0,2,3,12.95,0.0,0.0,2,2
627,3583.0,1,79,1,1,17.59,17.59,1,0.0,2,17,17.59,0.0,0.0,2,2
628,3594.0,1,72,1,1,33.2,33.2,1,0.0,2,5,33.2,0.0,0.0,3,2
629,3660.0,1,30,1,1,9.29,9.29,1,0.0,2,4,9.29,0.0,0.0,1,2
630,3680.0,1,17,1,1,19.97,19.97,1,0.0,1,19,19.97,0.0,0.0,2,2
631,3711.0,1,2,1,1,35.18,35.18,1,0.0,2,17,35.18,0.0,0.0,3,2
632,3770.0,1,72,1,1,45.99,45.99,1,0.0,2,8,45.99,0.0,0.0,2,2
633,3809.0,1,44,1,1,14.99,14.99,1,0.0,2,14,14.99,0.0,0.0,2,2
634,3817.0,1,30,1,1,9.0,9.0,1,0.0,2,11,9.0,0.0,0.0,2,2
635,3887.0,1,17,1,1,4.49,4.49,1,0.0,1,19,4.49,0.0,0.0,1,2
636,3935.0,1,15,1,1,31.5,31.5,1,0.0,3,1,31.5,0.0,0.0,3,2
637,3946.0,1,72,1,1,8.89,8.89,1,0.0,2,0,8.89,0.0,0.0,2,2
638,3951.0,1,45,1,1,24.95,24.95,1,0.0,1,16,24.95,0.0,0.0,2,2
639,3990.0,1,107,1,1,15.0,15.0,1,0.0,2,5,15.0,0.0,0.0,2,2
640,3999.0,1,92,1,1,14.43,14.43,1,0.0,3,11,14.43,0.0,0.0,2,2
641,4014.0,1,128,1,1,26.31,26.31,1,0.0,2,1,26.31,0.0,0.0,2,2
642,4061.0,1,107,1,1,13.98,13.98,1,0.0,2,5,13.98,0.0,0.0,2,2
643,4069.0,1,9,1,1,11.48,11.48,1,0.0,2,19,11.48,0.0,0.0,2,2
644,4080.0,1,42,1,1,10.99,10.99,1,0.0,4,5,10.99,0.0,0.0,2,2
645,4111.0,1,92,1,1,7.64,7.64,1,0.0,3,12,7.64,0.0,0.0,2,2
646,4115.0,1,52,1,1,4.99,4.99,1,0.0,1,20,4.99,0.0,0.0,2,2
647,4133.0,1,93,1,1,45.95,45.95,1,0.0,2,19,45.95,0.0,0.0,2,2
648,4170.0,1,51,1,1,8.75,8.75,1,0.0,2,23,8.75,0.0,0.0,2,2
649,4212.0,1,92,1,1,5.55,5.55,1,0.0,3,5,5.55,0.0,0.0,2,2
650,4259.0,1,79,1,1,13.84,13.84,1,0.0,2,2,13.84,0.0,0.0,2,2
651,4274.0,1,79,1,1,29.78,29.78,1,0.0,2,6,29.78,0.0,0.0,3,2
652,4290.0,1,107,1,1,13.99,13.99,1,0.0,2,9,13.99,0.0,0.0,2,2
653,4306.0,1,7,1,1,603.99,603.99,1,0.0,4,14,603.99,0.0,0.0,2,2
654,4319.0,1,121,1,1,9.98,9.98,1,0.0,2,23,9.98,0.0,0.0,1,2
655,4363.0,1,2,1,1,8.44,8.44,1,0.0,2,2,8.44,0.0,0.0,2,2
656,4374.0,1,121,1,1,23.09,23.09,1,0.0,2,3,23.09,0.0,0.0,3,2
657,4380.0,1,85,1,1,4.79,4.79,1,0.0,3,4,4.79,0.0,0.0,2,2
658,4403.0,1,86,1,1,99.0,99.0,1,0.0,2,11,99.0,0.0,0.0,3,2
659,4477.0,1,51,1,1,11.22,11.22,1,0.0,2,7,11.22,0.0,0.0,2,2
660,4496.0,1,114,1,1,9.99,9.99,1,0.0,2,12,9.99,0.0,0.0,1,2
661,4501.0,1,115,1,1,14.52,14.52,1,0.0,1,19,14.52,0.0,0.0,2,2
662,4518.0,1,121,1,1,12.95,12.95,1,0.0,2,5,12.95,0.0,0.0,2,2
663,4557.0,1,92,1,1,7.5,7.5,1,0.0,3,7,7.5,0.0,0.0,1,2
664,4647.0,1,122,1,1,12.84,12.84,1,0.0,1,19,12.84,0.0,0.0,2,2
665,4706.0,1,65,1,1,9.99,9.99,1,0.0,2,12,9.99,0.0,0.0,1,2
666,4713.0,1,99,1,1,27.06,27.06,1,0.0,3,4,27.06,0.0,0.0,3,2
667,4718.0,1,122,1,1,6.83,6.83,1,0.0,1,20,6.83,0.0,0.0,2,2
668,4754.0,1,79,1,1,113.26,113.26,1,0.0,2,4,113.26,0.0,0.0,4,2
669,4759.0,1,99,1,1,11.91,11.91,1,0.0,3,0,11.91,0.0,0.0,2,2
670,4809.0,1,37,1,1,28.19,28.19,1,0.0,2,15,28.19,0.0,0.0,3,2
671,4876.0,1,66,1,1,80.53,80.53,1,0.0,1,19,80.53,0.0,0.0,3,2
672,4921.0,1,72,1,1,18.0,18.0,1,0.0,2,14,18.0,0.0,0.0,2,2
673,4982.0,1,30,1,1,81.99,81.99,1,0.0,2,0,81.99,0.0,0.0,2,2
674,4994.0,1,44,1,1,7.35,7.35,1,0.0,2,22,7.35,0.0,0.0,2,2
675,5201.0,1,92,1,1,15.95,15.95,1,0.0,3,5,15.95,0.0,0.0,2,2
676,5210.0,1,122,1,1,8.44,8.44,1,0.0,1,15,8.44,0.0,0.0,2,2
677,5214.0,1,58,1,1,44.95,44.95,1,0.0,2,9,44.95,0.0,0.0,2,2
678,5240.0,1,106,1,1,7.98,7.98,1,0.0,3,0,7.98,0.0,0.0,2,2
679,5244.0,1,78,1,1,18.63,18.63,1,0.0,3,5,18.63,0.0,0.0,2,2
680,5332.0,1,122,1,1,5.57,5.57,1,0.0,1,18,5.57,0.0,0.0,1,2
681,5362.0,1,72,1,1,25.99,25.99,1,0.0,2,15,25.99,0.0,0.0,3,2
682,5371.0,1,58,1,1,6.24,6.24,1,0.0,2,1,6.24,0.0,0.0,2,2
683,5378.0,1,99,1,1,24.49,24.49,1,0.0,3,18,24.49,0.0,0.0,2,2
684,5412.0,1,93,1,1,2.97,2.97,1,0.0,2,9,2.97,0.0,0.0,1,2
685,5456.0,1,64,1,1,28.0,28.0,1,0.0,3,4,28.0,0.0,0.0,3,2
686,5482.0,1,58,1,1,46.99,46.99,1,0.0,2,7,46.99,0.0,0.0,2,2
687,5497.0,1,122,1,1,10.99,10.99,1,0.0,1,15,10.99,0.0,0.0,2,2
688,5544.0,1,31,1,1,23.8,23.8,1,0.0,1,17,23.8,0.0,0.0,3,2
689,5596.0,1,43,1,1,9.68,9.68,1,0.0,3,4,9.68,0.0,0.0,1,2
690,5599.0,1,37,1,1,17.63,17.63,1,0.0,2,4,17.63,0.0,0.0,2,2
691,5602.0,1,10,1,1,18.99,18.99,1,0.0,1,18,18.99,0.0,0.0,2,2
692,5613.0,1,128,1,1,50.49,50.49,1,0.0,2,0,50.49,0.0,0.0,4,2
693,5644.0,1,7,1,1,4.97,4.97,1,0.0,4,5,4.97,0.0,0.0,2,2
694,5662.0,1,86,1,1,14.4,14.4,1,0.0,2,14,14.4,0.0,0.0,2,2
695,5714.0,1,93,1,1,10.95,10.95,1,0.0,2,19,10.95,0.0,0.0,1,2
696,5728.0,1,93,1,1,28.79,28.79,1,0.0,2,11,28.79,0.0,0.0,2,2
697,5780.0,1,64,1,1,8.1,8.1,1,0.0,3,2,8.1,0.0,0.0,1,2
698,5795.0,1,15,1,1,23.8,23.8,1,0.0,3,13,23.8,0.0,0.0,2,2
699,5819.0,1,100,1,1,4.8,4.8,1,0.0,2,14,4.8,0.0,0.0,2,2
700,5859.0,1,1,1,1,13.75,13.75,1,0.0,3,7,13.75,0.0,0.0,1,2
701,5882.0,1,71,1,1,9.34,9.34,1,0.0,3,11,9.34,0.0,0.0,2,2
702,5945.0,1,115,1,1,89.95,89.95,1,0.0,1,18,89.95,0.0,0.0,4,2
703,5959.0,1,73,1,1,9.92,9.92,1,0.0,1,15,9.92,0.0,0.0,1,2
704,6000.0,1,9,1,1,16.88,16.88,1,0.0,2,5,16.88,0.0,0.0,2,2
705,6026.0,1,128,1,1,19.99,19.99,1,0.0,2,4,19.99,0.0,0.0,2,2
706,6027.0,1,106,1,1,6.21,6.21,1,0.0,3,0,6.21,0.0,0.0,1,2
707,6046.0,1,30,1,1,33.54,33.54,1,0.0,2,15,33.54,0.0,0.0,3,2
708,6073.0,1,114,1,1,49.98,49.98,1,0.0,2,7,49.98,0.0,0.0,3,2
709,6100.0,1,31,1,1,4.99,4.99,1,0.0,1,23,4.99,0.0,0.0,1,2
710,6113.0,1,99,1,1,18.99,18.99,1,0.0,3,4,18.99,0.0,0.0,2,2
711,6124.0,1,121,1,1,6.39,6.39,1,0.0,2,9,6.39,0.0,0.0,2,2
712,6163.0,1,9,1,1,53.88,53.88,1,0.0,2,8,53.88,0.0,0.0,2,2
713,6208.0,1,115,1,1,28.99,28.99,1,0.0,1,19,28.99,0.0,0.0,2,2
714,6239.0,1,121,1,1,3.54,3.54,1,0.0,2,19,3.54,0.0,0.0,2,2
715,6250.0,1,86,1,1,13.66,13.66,1,0.0,2,17,13.66,0.0,0.0,2,2
716,6255.0,1,114,1,1,9.81,9.81,1,0.0,2,9,9.81,0.0,0.0,2,2
717,6275.0,1,8,1,1,16.95,16.95,1,0.0,3,8,16.95,0.0,0.0,2,2
718,6327.0,1,86,1,1,120.26,120.26,1,0.0,2,15,120.26,0.0,0.0,5,2
719,6382.0,1,100,1,1,70.12,70.12,1,0.0,2,19,70.12,0.0,0.0,2,2
720,6416.0,1,65,1,1,35.99,35.99,1,0.0,2,22,35.99,0.0,0.0,2,2
721,6418.0,1,72,1,1,23.45,23.45,1,0.0,2,9,23.45,0.0,0.0,2,2
722,6445.0,1,108,1,1,24.99,24.99,1,0.0,1,23,24.99,0.0,0.0,2,2
723,6452.0,1,72,1,1,10.5,10.5,1,0.0,2,23,10.5,0.0,0.0,2,2
724,6504.0,1,37,1,1,14.59,14.59,1,0.0,2,4,14.59,0.0,0.0,2,2
725,6507.0,1,86,1,1,44.95,44.95,1,0.0,2,1,44.95,0.0,0.0,2,2
726,6514.0,1,8,1,1,25.41,25.41,1,0.0,3,23,25.41,0.0,0.0,3,2
727,6520.0,1,128,1,1,3.99,3.99,1,0.0,2,3,3.99,0.0,0.0,2,2
728,6590.0,1,128,1,1,10.95,10.95,1,0.0,2,9,10.95,0.0,0.0,2,2
729,6634.0,1,43,1,1,13.38,13.38,1,0.0,3,10,13.38,0.0,0.0,2,2
730,6667.0,1,128,1,1,11.99,11.99,1,0.0,2,1,11.99,0.0,0.0,2,2
731,6669.0,1,121,1,1,5.59,5.59,1,0.0,2,9,5.59,0.0,0.0,1,2
732,6677.0,1,2,1,1,14.99,14.99,1,0.0,2,5,14.99,0.0,0.0,1,2
733,6731.0,1,122,1,1,25.99,25.99,1,0.0,1,17,25.99,0.0,0.0,2,2
734,6735.0,1,43,1,1,33.96,33.96,1,0.0,3,0,33.96,0.0,0.0,3,2
735,6745.0,1,114,1,1,29.89,29.89,1,0.0,2,7,29.89,0.0,0.0,2,2
736,6764.0,1,30,1,1,21.99,21.99,1,0.0,2,12,21.99,0.0,0.0,2,2
737,6779.0,1,7,1,1,5.99,5.99,1,0.0,4,14,5.99,0.0,0.0,2,2
738,6805.0,1,87,1,1,23.79,23.79,1,0.0,1,23,23.79,0.0,0.0,2,2
739,6807.0,1,94,1,1,10.99,10.99,1,0.0,1,23,10.99,0.0,0.0,2,2
740,6817.0,1,8,1,1,49.51,49.51,1,0.0,3,10,49.51,0.0,0.0,2,2
741,6842.0,1,9,1,1,27.93,27.93,1,0.0,2,7,27.93,0.0,0.0,2,2
742,6889.0,1,121,1,1,4.96,4.96,1,0.0,2,3,4.96,0.0,0.0,2,2
743,6921.0,1,86,1,1,5.99,5.99,1,0.0,2,15,5.99,0.0,0.0,1,2
744,6933.0,2,66,2,2,22.130000000000003,11.065,2,49.0,1,19,11.065,1.5344217151748087,-2.17,2,2
745,6938.0,1,108,1,1,14.18,14.18,1,0.0,1,18,14.18,0.0,0.0,2,2
746,6983.0,1,30,1,1,3.27,3.27,1,0.0,2,8,3.27,0.0,0.0,1,2
747,6991.0,1,79,1,1,24.85,24.85,1,0.0,2,1,24.85,0.0,0.0,2,2
748,7003.0,1,100,1,1,10.91,10.91,1,0.0,2,21,10.91,0.0,0.0,2,2
749,7054.0,1,86,1,1,34.0,34.0,1,0.0,2,14,34.0,0.0,0.0,2,2
750,7092.0,1,86,1,1,11.14,11.14,1,0.0,2,20,11.14,0.0,0.0,2,2
751,7094.0,1,99,1,1,23.95,23.95,1,0.0,3,1,23.95,0.0,0.0,2,2
752,7194.0,1,59,1,1,35.86,35.86,1,0.0,1,21,35.86,0.0,0.0,2,2
753,7197.0,1,8,1,1,48.35,48.35,1,0.0,3,5,48.35,0.0,0.0,3,2
754,7201.0,1,2,1,1,9.49,9.49,1,0.0,2,15,9.49,0.0,0.0,2,2
755,7221.0,1,114,1,1,6.99,6.99,1,0.0,2,10,6.99,0.0,0.0,2,2
756,7244.0,1,128,1,1,19.99,19.99,1,0.0,2,2,19.99,0.0,0.0,2,2
757,7246.0,1,100,1,1,11.95,11.95,1,0.0,2,14,11.95,0.0,0.0,2,2
758,7247.0,1,114,1,1,15.0,15.0,1,0.0,2,9,15.0,0.0,0.0,2,2
759,7257.0,1,43,1,1,17.44,17.44,1,0.0,3,1,17.44,0.0,0.0,3,2
760,7296.0,1,121,1,1,12.5,12.5,1,0.0,2,17,12.5,0.0,0.0,2,2
761,7301.0,1,99,1,1,50.47,50.47,1,0.0,3,14,50.47,0.0,0.0,2,2
762,7311.0,1,128,1,1,5.79,5.79,1,0.0,2,1,5.79,0.0,0.0,1,2
763,7315.0,1,73,1,1,5.95,5.95,1,0.0,1,21,5.95,0.0,0.0,2,2
764,7329.0,1,15,1,1,14.25,14.25,1,0.0,3,3,14.25,0.0,0.0,2,2
765,7352.0,1,87,1,1,18.58,18.58,1,0.0,1,20,18.58,0.0,0.0,2,2
766,7433.0,1,31,1,1,10.22,10.22,1,0.0,1,19,10.22,0.0,0.0,2,2
767,7482.0,1,121,1,1,15.99,15.99,1,0.0,2,15,15.99,0.0,0.0,2,2
768,7534.0,1,7,1,1,5.34,5.34,1,0.0,4,21,5.34,0.0,0.0,2,2
769,7544.0,1,9,1,1,6.94,6.94,1,0.0,2,17,6.94,0.0,0.0,2,2
770,7575.0,1,93,1,1,9.5,9.5,1,0.0,2,20,9.5,0.0,0.0,1,2
771,7590.0,1,79,1,1,8.97,8.97,1,0.0,2,16,8.97,0.0,0.0,1,2
772,7612.0,1,9,1,1,8.57,8.57,1,0.0,2,13,8.57,0.0,0.0,2,2
773,7630.0,1,31,1,1,13.99,13.99,1,0.0,1,22,13.99,0.0,0.0,2,2
774,7637.0,1,17,1,1,165.56,165.56,1,0.0,1,19,165.56,0.0,0.0,5,2
775,7650.0,1,121,1,1,0.5,0.5,1,0.0,2,15,0.5,0.0,0.0,1,2
776,7682.0,1,122,1,1,4.94,4.94,1,0.0,1,15,4.94,0.0,0.0,2,2
777,7849.0,1,122,1,1,18.95,18.95,1,0.0,1,16,18.95,0.0,0.0,1,2
778,7860.0,1,108,1,1,39.97,39.97,1,0.0,1,20,39.97,0.0,0.0,3,2
779,7884.0,1,108,1,1,39.99,39.99,1,0.0,1,18,39.99,0.0,0.0,2,2
780,7885.0,1,2,1,1,8.77,8.77,1,0.0,2,16,8.77,0.0,0.0,2,2
781,7896.0,1,31,1,1,8.97,8.97,1,0.0,1,20,8.97,0.0,0.0,2,2
782,7969.0,1,122,1,1,9.78,9.78,1,0.0,1,14,9.78,0.0,0.0,2,2
783,7976.0,1,87,1,1,14.94,14.94,1,0.0,1,19,14.94,0.0,0.0,2,2
784,7980.0,1,2,1,1,4.84,4.84,1,0.0,2,13,4.84,0.0,0.0,2,2
785,8043.0,1,122,1,1,11.97,11.97,1,0.0,1,16,11.97,0.0,0.0,2,2
786,8057.0,1,85,1,1,7.97,7.97,1,0.0,3,5,7.97,0.0,0.0,1,2
787,8084.0,1,64,1,1,12.8,12.8,1,0.0,3,20,12.8,0.0,0.0,2,2
788,8153.0,1,107,1,1,39.97,39.97,1,0.0,2,7,39.97,0.0,0.0,2,2
789,8181.0,1,2,1,1,13.95,13.95,1,0.0,2,15,13.95,0.0,0.0,2,2
790,8206.0,1,86,1,1,12.47,12.47,1,0.0,2,5,12.47,0.0,0.0,2,2
791,8225.0,1,122,1,1,23.78,23.78,1,0.0,1,22,23.78,0.0,0.0,2,2
792,8252.0,1,7,1,1,14.66,14.66,1,0.0,4,23,14.66,0.0,0.0,2,2
793,8273.0,1,93,1,1,8.97,8.97,1,0.0,2,20,8.97,0.0,0.0,2,2
794,8297.0,1,115,1,1,5.53,5.53,1,0.0,1,19,5.53,0.0,0.0,1,2
795,8382.0,1,114,1,1,28.98,28.98,1,0.0,2,4,28.98,0.0,0.0,3,2
796,8422.0,1,45,1,1,19.98,19.98,1,0.0,1,20,19.98,0.0,0.0,2,2
797,8439.0,1,107,1,1,38.98,38.98,1,0.0,2,6,38.98,0.0,0.0,3,2
798,8446.0,1,52,1,1,7.99,7.99,1,0.0,1,17,7.99,0.0,0.0,1,2
799,8452.0,1,64,1,1,29.9,29.9,1,0.0,3,19,29.9,0.0,0.0,2,2
800,8471.0,1,58,1,1,19.59,19.59,1,0.0,2,5,19.59,0.0,0.0,2,2
801,8481.0,1,115,1,1,15.81,15.81,1,0.0,1,23,15.81,0.0,0.0,2,2
802,8502.0,1,30,1,1,7.14,7.14,1,0.0,2,0,7.14,0.0,0.0,2,2
803,8604.0,1,72,1,1,23.99,23.99,1,0.0,2,4,23.99,0.0,0.0,2,2
804,8665.0,1,121,1,1,4.97,4.97,1,0.0,2,21,4.97,0.0,0.0,1,2
805,8745.0,1,93,1,1,5.97,5.97,1,0.0,2,20,5.97,0.0,0.0,2,2
806,8769.0,1,37,1,1,149.32,149.32,1,0.0,2,1,149.32,0.0,0.0,5,2
807,8794.0,1,79,1,1,6.97,6.97,1,0.0,2,4,6.97,0.0,0.0,1,2
808,8880.0,1,107,1,1,12.61,12.61,1,0.0,2,2,12.61,0.0,0.0,2,2
809,8897.0,1,52,1,1,5.99,5.99,1,0.0,1,17,5.99,0.0,0.0,2,2
810,8905.0,1,80,1,1,6.31,6.31,1,0.0,1,16,6.31,0.0,0.0,2,2
811,8983.0,1,114,1,1,150.78,150.78,1,0.0,2,7,150.78,0.0,0.0,5,2
812,8995.0,1,2,1,1,5.74,5.74,1,0.0,2,15,5.74,0.0,0.0,1,2
813,8996.0,1,10,1,1,9.98,9.98,1,0.0,1,18,9.98,0.0,0.0,2,2
814,9021.0,1,52,1,1,5.09,5.09,1,0.0,1,19,5.09,0.0,0.0,2,2
815,9023.0,1,10,1,1,10.1,10.1,1,0.0,1,18,10.1,0.0,0.0,2,2
